"Territorio","COD_INE","dif2191","Dist_capital","mas15percen","eros_mod_grave","Tasa_desempleo","b_ancha","subsidios_poblacion","Gastos_habit","ind_ambiental","ind_social","ind_economico","vulner"
"Arenas",29019,-0.0313293818797629,42.438368286,0.625715390150831,59.944456313,27.2539289,0.342277032756931,0.0534151848772227,0,"4","1","4","4"
"Arriate",29020,0.138375486381323,87.715554701,0.0849939615404605,18.032786885,27.3882114,0.61563228908747,0.0151183527845331,885.561803998,"3","4","2","3"
"Atajate",29021,0.0335195530726257,106.953604485,0.548628216315373,44.094894275,29.2134831,0.0245762070835908,0.00279329608938547,4254.373333333,"4","4","1","4"
"Benadalid",29022,-0.177966101694915,112.381196315,0.556355728734505,43.222645618,26.8792711,0.342277032756931,0.0374293785169492,2863.900093023,"4","4","3","4"
"Benahav<ed>s",29023,0.806744156341806,74.436249567,0.576711323283129,9.951634746,13.28,1,9.57976753097458e-05,1646.584703772,"4","4","1","4"
"Benalaur<ed>a",29024,-0.165137614678899,111.356530318,0.415489246730959,28.160592255,22.3416965,1,0.0196865443348624,2993.790456621,"4","4","3","4"
"Benalm<e1>dena",29025,0.507649136801322,21.813253777,0.39267305968645,4.149819111,25.4542864,0.342277032756931,0.000169743414477808,1399.555725693,"2","4","1","2"
"Benamargosa",29026,0.0117263843648208,30.479806418,0.510787893051166,31.0088331,19.5869635,0.0245762070835908,0.0387079261693811,1469.549313078,"3","1","4","3"
"Benamocarra",29027,0.0676567656765677,30.292001337,0.328335296950657,17.699115044,20.2163925,1,0.0383113311287129,880.556482896,"2","3","3","3"
"Benaoj<e1>n",29028,-0.0802721088435374,101.615372348,0.465340276224703,43.238496663,36.1120601,1,0.0113378684829932,1347.347567751,"4","4","2","4"
"Benarrab<e1>",29029,-0.191780821917808,113.273824534,0.551288867447179,24.349988696,21.2560386,0.0245762070835908,0.0201674276940639,2459.44167033,"4","2","3","4"
"Borge (El)",29030,-0.109271523178808,25.907165271,0.581498641112755,50.612433557,28.9274588,1,0.0887601177373068,1711.413258065,"4","4","4","4"
"Burgo (El)",29031,-0.156232686980609,66.184237624,0.28101925535332,5.304182509,31.4172448,0.0245762070835908,0.0652354570637119,1491.848755556,"2","3","4","4"
"Campillos",29032,0.0715576436573907,72.742294071,0.0401198256612718,12.400936599,25.6780693,0,0.0214231217118419,1196.063320701,"2","2","3","2"
"Canillas de Aceituno",29033,-0.23650234741784,47.62959671,0.66821009986721,29.499866274,26.0751778,0.61563228908747,0.0265062597828638,1386.220125224,"4","3","3","4"
"Canillas de Albaida",29034,0.104808877928483,50.516010821,0.728165758495092,26.341628576,27.2795217,0.342277032756931,0.0242498972503083,2357.997067039,"4","4","3","4"
"Ca<f1>ete la Real",29035,-0.333741579914268,72.558093069,0.0998477498357466,14.366091523,27.7398127,0.0245762070835908,0.0615431720698102,0,"2","1","4","2"
"Carratraca",29036,-0.161335187760779,47.703728475,0.566209412888936,6.734846595,27.6662484,0.342277032756931,0.0264255910987483,1691.793474692,"3","3","3","3"
"Cartajima",29037,0.0810810810810811,93.228241431,0.320126417804146,24.351245085,25.4901961,0.342277032756931,0.0164092664092664,2638.338537549,"4","4","2","4"
"C<e1>rtama",29038,0.484655197550663,22.920260784,0.260129074041078,12.531476025,22.8328996,0.0245762070835908,0.00462591728604753,784.914799878,"2","3","1","1"
"Casabermeja",29039,0.209321120689655,23.604686292,0.431342909574888,32.212744606,19.035533,0.61563228908747,0.00868803878771552,1081.41072686,"3","3","2","2"
"Casarabonela",29040,0.0225118483412322,45.086158964,0.340952249039389,12.014239098,24.6527058,0.0245762070835908,0.00789889415086888,1181.846942446,"2","2","2","1"
"Casares",29041,0.53868155815854,96.973529824,0.273307053360188,10.800512661,20.5075269,0.504211361976854,0.000476709342141106,2044.681752878,"3","4","1","3"
"Co<ed>n",29042,0.256128342245989,36.775503956,0.214733803430841,16.366286774,26.991193,1,0.000434937611550802,998.064849415,"2","4","1","3"
"Colmenar",29043,0.109275362318841,31.452067984,0.340843119913341,32.75332651,25.0366461,0.589119042270022,0.0234782608695652,1166.962902844,"3","3","3","3"
"Comares",29044,0.00963676797627873,33.230264734,0.519414495795215,41.517758659,22.8006247,0.965433514315696,0.0299604645366938,0,"4","2","3","3"
"C<f3>mpeta",29045,0.232022762545266,49.209451394,0.760388333350076,38.331946755,29.9712368,0.908505368681322,0.0144205897620279,957.15463794,"4","4","2","4"
"Cortes de la Frontera",29046,-0.172379696769941,117.045263403,0.22501943960398,19.00577293,32.3477649,0.342277032756931,0.00414744011865524,1213.136936472,"4","3","1","3"
"Cuevas Bajas",29047,-0.0774907749077491,72.224060669,0.0891246919614622,53.756830601,21.7391304,0.0245762070835908,0.0343173431734317,1086.873383513,"3","1","3","3"
"Cuevas de San Marcos",29049,-0.103486441615938,77.213611706,0.169987542250653,64.089661482,22.2453988,0.0245762070835908,0.0475235196485888,984.017023026,"4","1","4","4"
"Cuevas del Becerro",29048,-0.174266083697689,75.877537546,0.101049888877316,18.608695652,30.3297998,0.0245762070835908,0.0480949406683323,1575.961076149,"2","2","4","3"
"C<fa>tar",29050,-0.0299003322259136,29.19410037,0.385855840711979,28.269675926,20.8065995,1,0.0379291251162791,1886.328583196,"3","4","3","4"
"Estepona",29051,0.40063955509211,82.485887637,0.369148146788589,9.20777034,23.7397426,0.58500635888823,7.18340863399374e-05,2267.74528161,"3","4","1","4"
"Faraj<e1>n",29052,-0.148,100.179346561,0.563351351012645,19.210598951,22.4343675,0.0245762070835908,0.007,3324.358221344,"4","3","2","4"
"Frigiliana",29053,0.308005003126954,54.304456999,0.702640412279533,17.673191726,26.1341605,0.194011868981895,0.00153741921826141,1612.702303091,"4","4","1","4"
"Fuengirola",29054,0.398498516679784,29.941282062,0.227346929367203,2.23838836,27.9584837,0.314616408456899,9.18245848519707e-05,932.999908977,"1","4","1","2"
"Fuente de Piedra",29055,0.250541516245487,68.743215846,0.00649790451822418,0.752347199,23.2803219,0.0245762070835908,0.0185018050577617,1345.576614022,"1","3","3","2"
"Gauc<ed>n",29056,-0.0557993730407524,112.412867592,0.29964681714213,18.073047859,22.8770841,0.342277032756931,0.00297805642633229,1676.852798223,"4","3","1","3"
"Genalguacil",29057,-0.434782608695652,106.453790706,0.667062009297516,19.879837427,32.9516539,1,0.0364450128132992,2593.501634146,"4","4","3","4"
"Guaro",29058,0.125537403267412,46.65861727,0.29419708399161,51.242158093,31.0576385,0.0245762070835908,0.00297363141874463,1038.590557522,"4","3","1","3"
"Humilladero",29059,0.182812025508655,65.768129836,0.0428168073385647,4.220094141,24.9058438,0.0245762070835908,0.0541805850744002,1142.024975654,"2","2","4","3"
"Igualeja",29060,-0.213513513513514,88.98193792,0.534540859351834,22.446098563,18.8792528,0.0245762070835908,0.035472973,0,"4","1","3","2"
"Ist<e1>n",29061,0.116447368421053,61.314365714,0.749102353377893,13.548387097,19.0014368,1,0.00556203649695859,1723.324622192,"4","4","2","4"
"Iznate",29062,0.134868421052632,28.421303464,0.52254623155695,34.040940106,24.84375,1,0.0561951754385965,1702.828214286,"4","4","4","4"
"Jimera de L<ed>bar",29063,0.0747422680412371,109.318025184,0.498566533393957,48.520587627,25.8543834,1,0.00150343641752577,3969.512284946,"4","4","1","4"
"Jubrique",29064,-0.358047016274864,101.726497771,0.649330172264828,15.958815959,30.2055407,1,0.0430982519710669,2007.445492424,"4","4","4","4"
"J<fa>zcar",29065,0.051063829787234,96.190616721,0.570777629515097,28.552323638,17.211329,0.0245762070835908,0.0200908455765199,2894.225387931,"4","3","3","4"
"Macharaviaya",29066,0.284351145038168,23.999267327,0.593080790322842,31.211180124,19.0217391,0.0245762070835908,0.00683842238549618,2610.509416667,"4","4","2","3"
"M<e1>laga (capital)",29067,0.0917744044474849,0,0.42397869261051,11.776392899,27.3924407,1,0.000240010622266866,1146.802378057,"2","4","1","2"
"Manilva",29068,0.625912517063327,95.659179646,0.107272591092345,1.186277653,24.437764,0.194011868981895,0.000133539082438127,2112.188096986,"2","4","1","3"
"Marbella",29069,0.32388921180335,57.013358356,0.267429071236686,4.838318708,23.1406624,0.530238674843733,0.000156012742467457,1909.82488374,"2","4","1","3"
"Mijas",29070,0.467029419902241,29.384090834,0.337385115037257,6.457599516,25.1315945,0.845547071091449,0.000105674936133911,1219.740262624,"2","4","1","3"
"Moclinejo",29071,0.112540192926045,19.86860306,0.623248283016428,16.719242903,27.3161765,1,0.0387861736334405,1630.051329662,"3","4","4","4"
"Mollina",29072,0.347500468077139,62.057929078,0.0131559371355791,5.295715148,21.9487179,0.229018117240142,0.0236222929563752,948.555940959,"1","3","3","2"
"Monda",29073,0.358435916002896,43.865338576,0.518749791513914,18.677460255,30.1314673,0.0245762070835908,0.000271542360608255,891.547390131,"3","4","1","3"
"Montecorto",29903,-0.0934937124111536,59.536585401,0.483258444363393,68.344914,25.660066,1,0.0319055943881119,1968.920640809,"4","4","3","4"
"Montejaque",29074,-0.100213219616205,100.323326012,0.249553394555766,34.104976479,28.5888821,1,0.0202558635501066,2007.470259336,"4","4","3","4"
"Nerja",29075,0.200923018365211,51.074937412,0.633796410089445,11.670086715,32.452607,0.400036231174958,0.000495606939765915,1589.853372529,"4","4","1","4"
"Oj<e9>n",29076,0.492667163808103,53.765675806,0.608510890091583,21.332807571,22.7594661,1,0.000430139921068488,1301.023884387,"4","4","1","4"
"Parauta",29077,0.135458167330677,89.475312492,0.341007080379271,10.775644264,15.5339806,0.0245762070835908,0.00836261903736087,3591.239601594,"3","4","2","3"
"Periana",29079,-0.059195948084837,43.186852028,0.151651830688112,22.562727446,27.669762,0.61563228908747,0.0470349266698322,1312.891489501,"2","3","4","4"
"Pizarra",29080,0.281863769327204,31.785009044,0.202642772516832,13.850097224,26.7057684,0.468592733917935,0.00408308956748851,1036.978381747,"2","4","1","2"
"Pujerra",29081,-0.104026845637584,92.554012458,0.633546193621651,11.256906077,15.4004107,0.0245762070835908,0.0106263982214765,2707.46986711,"4","2","2","3"
"Rinc<f3>n de la Victoria",29082,0.49182566780478,12.368233058,0.340297931485117,6.857374721,20.5906808,0.342277032756931,0.000430139921068488,1694.278124801,"2","4","1","2"
"Riogordo",29083,0.0307242136064375,36.518901655,0.244254462252217,30.195857405,23.0112018,0.0245762070835908,0.0326444769604974,0,"2","1","3","2"
"Ronda",29084,-0.0251011182488699,91.455570603,0.136319431591721,16.757981171,27.7874482,0.314616408456899,0.00310789911997383,1012.486499985,"3","3","1","2"
"Salares",29085,-0.173410404624277,50.260508793,0.661280477323875,36.188907194,29.2553191,0.765509014965343,0.0462427745086705,3285.332366864,"4","4","4","4"
"Sayalonga",29086,0.210656753407683,43.189464439,0.625341701928076,57.428483544,29.9496644,0.342277032756931,0.034283353983891,1634.844533016,"4","4","3","4"
"Sedella",29087,0.133445945945946,48.629494159,0.652763102812899,45.975783475,27.245509,0.765509014965343,0.0244932432432432,0,"4","3","3","4"
"Serrato",29904,-0.176245210727969,65.546634216,0.0148955743935898,0.277823174,31.4572864,1,0.0415785764693446,2074.06475891,"1","4","4","4"
"Sierra de Yeguas",29088,0.0372120496160662,82.786803282,0.0361934168938195,8.83106643,22.6511879,0.0245762070835908,0.0410513880744241,1232.353173939,"2","2","4","2"
"Teba",29089,-0.154011269117252,67.890369122,0.0577589968984578,12.903478226,25.7964175,0.0245762070835908,0.0759994633753689,1492.083412234,"2","2","4","4"
"Tolox",29090,-0.0163413527008625,52.976218194,0.594791613799366,20.909307592,26.4062067,0.0245762070835908,0.00718716901044031,1281.746336023,"4","2","2","3"
"Torremolinos",29901,0.342130010579523,14.163705967,0.234508236185296,5.96159358,27.1710922,0.530238674843733,0.000131019552721288,1410.260682192,"1","4","1","2"
"Torrox",29091,0.396630934150077,44.860511439,0.46226198245719,33.460975335,27.915256,0.602022100794109,0.00433894844325923,1286.742197981,"4","4","1","4"
"Total<e1>n",29092,0.142068965517241,15.321246819,0.627851067186955,26.788990826,27.0573566,0.0245762070835908,0.0194252873517241,1951.344021448,"3","4","3","4"
"Valle de Abdalaj<ed>s",29093,-0.196939186467982,45.769850716,0.193205650621691,33.864965443,28.5361987,0.0245762070835908,0.052859444212646,973.295515342,"3","1","4","3"
"V<e9>lezNAM<e1>laga",29094,0.311268335603312,34.021749532,0.262043145065712,13.243349683,25.7921267,1,0.00771190151915822,819.16959812,"2","4","2","3"
"Villanueva de Algaidas",29095,-0.00871881811576653,66.696867073,0.0941328632972604,57.258000159,19.1967615,0.61563228908747,0.0412932913514168,1177.58618295,"3","2","4","4"
"Villanueva de la Concepci<f3>n",29902,-0.0905911157747464,45.58962927,0.510787893051166,40.87118452,20.3614115,0.908505368681322,0.0273369952151358,858.423853155,"4","2","3","4"
"Villanueva de Tapia",29098,-0.147529575504523,63.331540359,0.105490358337788,39.669211196,20.8574035,0.0213069945705593,0.049872419394572,1390.543177507,"3","1","4","3"
"Villanueva del Rosario",29096,-0.014226437462952,40.832007743,0.130237595056363,43.279948751,25.7711722,0.0245762070835908,0.0453220707320688,1245.753936234,"3","2","4","3"
"Villanueva del Trabuco",29097,0.0968283582089552,45.58962927,0.0765224338684712,33.219275734,22.9170216,0.342277032756931,0.0390391791026119,1120.072140026,"2","2","4","3"
"Vi<f1>uela",29099,0.37359413202934,41.811462683,0.277943261517885,16.580525118,24.4030095,0.845547071091449,0.0191116544400978,1546.417659784,"2","4","3","4"
"Yunquera",29100,-0.137124912770412,57.784069426,0.500907847371152,10.504844467,34.2765617,0.0245762070835908,0.0187543614794138,1105.232101955,"3","3","3","3"
"Aguadulce",41001,0.0173095944609298,97.88373981,0.00911406620572675,7.128141739,23.1469441,0.0245762070835908,0.0556791955143422,1364.832410891,"2","2","4","3"
"Alan<ed>s",41002,-0.17016317016317,93.231637677,0.18870422590637,28.453132833,30.980981,0.0245762070835908,0.0709013208916084,0,"3","1","4","4"
"Albaida del Aljarafe",41003,0.392735175411363,17.404607754,0.0129599628855882,11.825192802,26.4195352,0,0.0129876849767153,808.797854238,"1","3","2","1"
"Alcal<e1> de Guada<ed>ra",41004,0.171479380133796,16.05780465,0.00622973469366277,0.768957766,28.8613009,0.510154488205466,0.000436819950626109,1007.211198741,"1","4","1","1"
"Alcal<e1> del R<ed>o",41005,0.262720156555773,15.647333476,0.00808959039780015,0.347458782,24.9710409,0.0245762070835908,0.0160021200260926,0,"1","1","2","1"
"Alcolea del R<ed>o",41006,0.0029868578255675,44.648731554,0.029041850328803,7.995066159,23.9325392,0.0245762070835908,0.0574223416935484,1144.438482063,"1","2","4","2"
"Algaba (La)",41007,0.211053142441155,9.802706625,0.00601002530520205,0,30.2141843,0.0245762070835908,0.00316468494722155,790.937226701,"1","3","1","1"
"Alg<e1>mitas",41008,-0.0941739824421389,98.855144177,0.26328579283309,32.222528229,29.4307197,0.0245762070835908,0.0601888800239425,0,"4","1","4","4"
"Almad<e9>n de la Plata",41009,-0.244928625093914,63.371635598,0.149717312593798,19.607584646,30.2204409,0.342277032756931,0.00682444277986476,1699.766826568,"2","3","2","2"
"Almensilla",41010,0.464291394941944,16.040670823,0.00507289010853342,0.119284294,25.2787471,0.0198439674776995,0.00319442235247336,899.570796053,"1","3","1","1"
"Arahal",41011,0.0580602143919577,45.584473281,0.00152924148114826,0.645738406,23.1446754,0.0245762070835908,0.0398394624824332,964.861153846,"1","1","4","1"
"Aznalc<e1>zar",41012,0.247290853922844,26.731453944,0.00109002439985368,0.251958981,26.507333,0.0213069945705593,0.0168508885999133,1233.569515918,"1","3","2","1"
"Aznalc<f3>llar",41013,0.0414191419141914,35.00042701,0.174233568132995,2.622303679,31.511483,0.0167464878952406,0.0054592959290429,790.00980463,"1","2","2","1"
"Badolatosa",41014,-0.0248467247499193,129.435765633,0.0764935836327584,41.624484991,23.0134159,0.0245762070835908,0.0775787888512423,1350.641254061,"4","2","4","4"
"Benacaz<f3>n",41015,0.296640262223436,19.754463234,0.011923944864913,0.122292103,26.3189448,0.314616408456899,0.0267003550942365,607.351147632,"1","3","3","1"
"Bollullos de la Mitaci<f3>n",41016,0.529326966393369,15.67566344,0.0021729700098741,0.008993615,23.6288698,0,0.00779349491125327,837.428716047,"1","3","2","1"
"Bormujos",41017,0.46592228673515,8.428178257,0.0121694231109962,0,22.0925356,0.133303633653932,0.000580616347029924,735.821865556,"1","3","1","1"
"Brenes",41018,0.141960098561323,22.392560069,0.00365663718815609,0,23.4016973,0.0245762070835908,0.0364239726571815,817.244972336,"1","2","3","1"
"Burguillos",41019,0.465372355838887,23.425287851,0.0138981518658351,4.545454545,28.3448177,0,0.0183521684540713,842.257897558,"1","3","3","1"
"Cabezas de San Juan (Las)",41020,0.046831955922865,48.502089594,0.00770978300653764,3.070636882,34.3416566,0.0245762070835908,0.0424089378628711,1065.105036243,"1","3","4","3"
"Camas",41021,0.0918152055292834,4.558294278,0.0412502828658789,9.850313858,31.8044318,0.133303633653932,0.000506244695525646,742.45242866,"1","3","1","1"
"Campana (La)",41022,0.0430374904361132,58.096713613,0.0014198272933044,3.591555596,23.6466787,0.342277032756931,0.0781210150478194,1328.987932146,"1","3","4","4"
"Cantillana",41023,0.16931659693166,32.403664148,0.0290524969911754,2.839596893,24.0871614,0.133303633653932,0.0306834030701999,0,"1","1","3","1"
"Ca<f1>ada Rosal",41901,0.096803107260233,80.871366579,0.0003774645767635,0,22.6533166,0.0245762070835908,0.0392640175261428,1065.375051205,"2","2","4","2"
"Carmona",41024,0.114308278680081,34.517959322,0.00237412209421157,3.254659748,26.8914572,0.855139909710198,0.0186049971953439,958.191886019,"1","4","3","2"
"Carri<f3>n de los C<e9>spedes",41025,0.103208349439505,32.07239843,0.0129511681571058,8.216619982,25.2005478,0.400036231174958,0.0256732379899498,844.606709906,"1","3","3","1"
"Casariche",41026,0.0260029717682021,121.148363357,0.00876489838310952,25.101042331,25.1021195,0.133303633653932,0.0707033184806835,1264.353726173,"3","2","4","4"
"Castilblanco de los Arroyos",41027,0.101205771891678,35.583391649,0.0348439259165867,6.020810534,31.760695,0.342277032756931,0.00769256111484483,1348.290197368,"1","4","2","2"
"Castilleja de Guzm<e1>n",41028,0.346153846153846,7.044872334,0.238143468084869,25.277777778,22.4482109,0.0245762070835908,0.000378787877622378,716.325306629,"2","2","1","1"
"Castilleja de la Cuesta",41029,0.0645514223194748,6.24613434,0.0514803702380944,1.047120419,25.1955671,0,0.00027352297535414,732.777763808,"1","1","1","1"
"Castilleja del Campo",41030,0.042654028436019,33.908803225,0.00750696505274188,13.270963271,25.2592593,1,0.0317272248815166,1882.85136725,"1","4","3","3"
"Castillo de las Guardas (El)",41031,-0.0701058201058201,52.860822753,0.0592036614395285,1.607367827,27.8198335,0.855139909710198,0.00341710758597884,1946.01027027,"1","4","1","2"
"Cazalla de la Sierra",41032,-0.0827020202020202,77.730225256,0.163965679079394,30.66413962,27.9420826,0.0245762070835908,0.0280583613930976,1306.728866045,"3","2","3","3"
"Constantina",41033,-0.16643929058663,72.580517604,0.138959739635589,24.938958141,27.7262898,0,0.0526659845361528,973.502162483,"3","1","4","3"
"Coria del R<ed>o",41034,0.218821082732177,14.436979316,0.00362778007280833,0.175746924,28.1401089,0.0245762070835908,0.00483633370117632,890.380424343,"1","3","2","1"
"Coripe",41035,-0.183722804190169,76.76535677,0.279306540881528,45.904325033,20.1022147,0.0245762070835908,0.0234354015471394,1306.292597922,"4","1","3","2"
"Coronil (El)",41036,-0.0802298361353479,50.898417378,0.00699284990727037,9.998772403,26.8639508,0.0245762070835908,0.0589309782230262,960.449610198,"1","2","4","3"
"Corrales (Los)",41037,-0.0348808030112923,108.620929025,0.16530175807301,31.068365393,24.3444188,0.0245762070835908,0.0855708908331242,1049.221819335,"4","1","4","4"
"Cuervo de Sevilla (El)",41903,0.116533979462328,65.997894696,0.00697932367928133,4.881656805,32.2590972,0.0245762070835908,0.0295950155751702,722.789240418,"1","3","3","2"
"Dos Hermanas",41038,0.251464220183486,14.373008914,0.00451016499075698,0.038481721,26.9130307,0.314616408456899,0.000513761467816514,779.091102801,"1","3","1","1"
"<c9>cija",41039,0.0738490888096792,86.617171305,0.00206596526872668,15.657006885,27.9031483,0.0245762070835908,0.0236520407658517,1013.407659068,"2","2","3","2"
"Espartinas",41040,0.63870887337986,12.612567812,0.00650521203717237,0.222937825,19.3688226,0.606207980210693,0.000633516119142572,619.93976189,"1","4","1","1"
"Estepa",41041,0.0463119030419777,109.665396161,0.0206008156188836,28.103162383,21.7497103,0.0245762070835908,0.0115244669186933,1104.906083966,"3","1","2","2"
"Fuentes de Andaluc<ed>a",41042,-0.0319832402234637,61.494899629,0.00180327225761593,6.321452588,24.0509506,0.00480286671898446,0.061231378027933,0,"1","1","4","2"
"Garrobo (El)",41043,0.0677339901477833,35.051180684,0.0857065056929373,4.01774398,30.4264799,0.0245762070835908,0.00646551724137931,1848.998607595,"1","4","2","1"
"Gelves",41044,0.342690626517727,8.195654621,0.0304956304153887,0.069832402,22.8968395,0.26826271065225,9.71345313258863e-05,816.072080715,"1","3","1","1"
"Gerena",41045,0.275193798449612,23.72448499,0.064249633029157,2.085147136,29.0226262,0,0.00795650301162791,928.144896506,"1","3","2","1"
"Gilena",41046,-0.0374764087355082,105.353808747,0.0306793416493782,26.402385159,19.4501718,0.0245762070835908,0.0594050507710973,949.424266166,"3","1","4","3"
"Gines",41047,0.192992830216572,8.546348892,0.028265573334222,0,21.356243,0,0.00012935176287974,970.596816692,"1","2","1","1"
"Guadalcanal",41048,-0.132534775888717,99.377541768,0.0553421751429377,19.146389285,26.7052887,0.0245762070835908,0.0434376609969088,1389.021640655,"3","2","4","3"
"Guillena",41049,0.354374138195189,19.867322334,0.0938626341636452,5.732389485,31.2209649,0.342277032756931,0.00999055206526735,976.259880357,"1","4","2","2"
"Herrera",41050,0.0601168511685117,113.541594533,0.0134586283272446,26.38333684,19.0483078,0.0245762070835908,0.028584973347171,1769.68290048,"3","2","3","3"
"Hu<e9>var del Aljarafe",41051,0.278683285394695,27.530286574,0.00387529767457116,11.049346596,23.1870229,1,0.0158463832917865,1960.730951907,"1","4","2","3"
"Isla Mayor",41902,-0.00514933058702369,40.883178318,0.00099950672514371,0,25.3579817,0.0245762070835908,0.0422674219035359,984.750566878,"1","2","4","1"
"Lantejuela",41052,-0.385922330097087,76.325715212,0.00075632735958939,0.095298602,24.8207391,0.0245762070835908,0.0599066390067427,1019.62414001,"1","1","4","2"
"Lebrija",41053,0.126557068366165,62.243972611,0.00540398489159372,2.745145778,28.812639,0.304649228915277,0.0237784859016512,0,"1","2","3","1"
"Lora de Estepa",41054,0.105142857142857,114.381213241,0.0940077340074497,40.590979783,22.8299047,0.61563228908747,0.0301904761942857,2707.736972158,"4","4","3","4"
"Lora del R<ed>o",41055,0.0159866508773818,58.048017525,0.0352099619943566,12.16249785,25.5937184,0.0245762070835908,0.0508755876127678,925.207016397,"2","2","4","3"
"Luisiana (La)",41056,0.0492696751689557,70.911619267,0.00258731383542224,0.970619097,24.737736,0.61563228908747,0.0378424533093525,706.904591346,"1","3","3","2"
"Madro<f1>o (El)",41057,-0.263333333333333,68.675424586,0.142467367002346,5.616139586,20.5426357,0.0245762070835908,0.00194444443333333,3314.995431655,"2","3","1","1"
"Mairena del Alcor",41058,0.295986272129913,22.879505484,0.00447189259303729,2.155207077,26.1022023,0.666143069268155,0.00396210884610555,800.665971975,"1","4","1","1"
"Mairena del Aljarafe",41059,0.235888687493336,9.248908314,0.00824307214002824,0.925039872,22.3388956,0.133303633653932,9.06279987205459e-05,752.5392406,"1","2","1","1"
"Marchena",41060,0.0759434694828389,58.123505718,0.00179085007931624,4.717976143,26.0958796,0.0213069945705593,0.0191282290210695,848.701333196,"1","2","3","1"
"Marinaleda",41061,-0.0122230710466005,103.282330722,0.0060888669241049,24.512471655,19.3066348,0.0245762070835908,0.077380952394958,921.395915493,"3","1","4","4"
"Mart<ed>n de la Jara",41062,-0.0311678558017274,108.608445002,0.0605434569289372,14.914285714,24.2959355,0.342277032756931,0.0752597321329328,1354.623454142,"3","2","4","4"
"Molares (Los)",41063,0.245579567779961,39.023587907,0.00162110954340058,0.933105532,31.2604825,0,0.0448825895761998,879.145729885,"1","3","4","3"
"Montellano",41064,0.047761619617907,62.916246194,0.0497715689231138,33.412025438,26.4624809,0.0245762070835908,0.0635633494938694,1344.462389456,"2","2","4","4"
"Mor<f3>n de la Frontera",41065,-0.00464070770792546,63.558293135,0.0726620569146859,18.789622359,27.6795517,0.855139909710198,0.0142635293546516,2130.447906034,"2","4","2","3"
"Navas de la Concepci<f3>n (Las)",41066,-0.218465539661899,94.225066712,0.182112366919871,33.12616532,25.436205,0.0245762070835908,0.0700043346163849,2296.346459269,"4","2","4","4"
"Olivares",41067,0.142509521794329,16.447643723,0.00607700915305006,10.742066922,30.351914,0,0.0101742135706729,900.688859911,"1","3","2","1"
"Osuna",41068,0.0424008184608389,87.264557406,0.0356828169372394,13.480638852,28.1146297,0,0.0431681254984654,1530.702039294,"2","3","4","3"
"Palacios y Villafranca (Los)",41069,0.14563834738094,27.908421629,0.00175930946907799,0,29.3269709,0.314616408456899,0.029831773445628,1840.173725557,"1","4","3","2"
"Palmar de Troya (El)",41904,0.40063955509211,33.844653247,0.18870422590637,14.889421045,25.113201,0.314616408456899,0.0392450142435897,912.581294872,"2","4","4","3"
"Palomares del R<ed>o",41070,0.585144124168514,10.992656831,0.0098016962578702,1.930501931,19.6661829,0.194011868981895,0.000388026607538803,0,"1","2","1","1"
"Paradas",41071,-0.0277372262773723,50.740876086,0.00145467925712436,2.33558697,24.9849488,0.342277032756931,0.0594282238437956,921.79656051,"1","2","4","3"
"Pedrera",41072,0.0363318437925005,107.521670928,0.012766192934831,23.870907911,22.5776658,0.133303633653932,0.0442652677967748,0,"3","1","4","2"
"Pedroso (El)",41073,-0.153581943081452,63.75565196,0.109897798613969,14.317925593,31.3910241,0.0245762070835908,0.00932286554955839,1647.564380575,"2","3","2","2"
"Pe<f1>aflor",41074,-0.0219298245614035,75.039564047,0.0434891121365759,13.764578248,22.2013612,0.0245762070835908,0.068050986839364,1031.423074398,"2","1","4","3"
"Pilas",41075,0.192696304849885,31.666101407,0.00237406307744932,8.968719452,25.4700911,0.0245762070835908,0.0357847382599596,825.708530127,"1","2","3","2"
"Pruna",41076,-0.173195084485407,93.95204247,0.174389771304268,46.127607225,29.9023664,1,0.0960061443932412,1118.319462159,"4","4","4","4"
"Puebla de Cazalla (La)",41077,0.0346916299559471,68.485421906,0.120946925568244,30.593011884,26.3870743,0.342277032756931,0.0356476382764317,1087.580874397,"3","3","3","3"
"Puebla de los Infantes (La)",41078,-0.0980326775591864,79.770372628,0.16356784888753,27.648475121,24.7666906,0.342277032756931,0.0781649438879626,1348.688425276,"3","2","4","4"
"Puebla del R<ed>o (La)",41079,0.115724753642719,16.835640757,0.00148210996525682,0.026697657,31.8116127,0.0245762070835908,0.00912434374884191,772.112113246,"1","3","2","1"
"Real de la Jara (El)",41080,-0.0720423000660939,78.775041124,0.15621053010653,20.077469335,30.1470588,0.342277032756931,0.00225820665565102,1507.87580173,"3","3","1","2"
"Rinconada (La)",41081,0.253086419753086,11.868504176,0.00620618831497348,0.004051043,28.2005505,0.23987702944048,0.00904244464850525,981.829135601,"1","3","2","1"
"Roda de Andaluc<ed>a (La)",41082,0.00260478332938669,118.702906722,0.00498486290991935,5.653035754,21.6039098,0.342277032756931,0.0276462230689084,1288.625919197,"2","2","3","2"
"Ronquillo (El)",41083,0.0559049615653389,50.987736412,0.0753957353917847,8.084294001,27.0376176,0.0245762070835908,0.00203820172606569,0,"1","1","1","1"
"Rubio (El)",41084,-0.0731635071090047,100.099647625,0.00493506076693262,11.282885815,24.7471515,0.00962346709970055,0.0605746445468009,0,"2","1","4","3"
