"Territorio","COD_INE","dif2191","Dist_capital","mas15percen","eros_mod_grave","Tasa_desempleo","b_ancha","subsidios_poblacion","Gastos_habit","ind_ambiental","ind_social","ind_economico","vulner"
"Benal<fa>a",18027,0.0282760717543326,49.736487844,0.170292961505758,0.582524272,34.5770751,0.23987702944048,0.0148728083581636,0,"2","2","2","1"
"Benal<fa>a de las Villas",18028,-0.270676691729323,35.313522078,0.139084535505639,60.234375,17.2121212,0.0245762070835908,0.0404135338345865,1234.383686679,"3","1","4","2"
"Benamaurel",18029,-0.0433450087565674,108.558245618,0.10634027983818,4.47281532,23.7704918,0.765509014965343,0.0374708114404553,1122.390963803,"3","3","3","3"
"B<e9>rchules",18030,-0.0545454545454545,92.880634143,0.29009945931273,8.513218531,20.1674808,0.0245762070835908,0.0283216783076923,1266.689581006,"3","1","3","2"
"Bubi<f3>n",18032,-0.108695652173913,68.418924306,0.513060072947752,17.384731671,28.8786482,0.400036231174958,0.00108225106493506,1761.463006757,"4","3","1","3"
"Busqu<ed>star",18033,-0.332167832167832,69.42552355,0.474621041481734,25.070422535,31.547619,0.61563228908747,0.0314685315034965,1565.323287197,"4","3","3","4"
"Cac<ed>n",18034,-0.326126126126126,35.736583158,0.117145198598779,56.148821357,21.8411552,0.342277032756931,0.0393393393513514,1324.383268893,"3","1","4","3"
"C<e1>diar",18035,-0.123324396782842,86.398109932,0.376698271900537,34.538534729,25.113201,0.765509014965343,0.0164209115214477,1238.203069511,"4","3","2","4"
"C<e1>jar",18036,0.328012162675789,5.858200661,0.152136696414276,0.343642612,21.643457,0.61563228908747,0.000190041809198024,586.675539091,"1","3","1","1"
"Calahorra (La)",18114,-0.243975903614458,67.756983341,0.034974233051365,0.228310502,27.7692308,0.0245762070835908,0.0213353413855422,1771.32141159,"1","2","3","1"
"Calicasas",18037,0.105590062111801,14.502073402,0.137519602110594,29.485257371,23.2574189,0.0245762070835908,0.0232919254503106,1125.660421394,"2","2","3","1"
"Campot<e9>jar",18038,-0.158794788273616,44.76765424,0.0853867278652622,53.089136927,19.4716981,1,0.0364413680863192,1399.57632983,"3","3","3","3"
"Caniles",18039,-0.192917285785042,101.467781433,0.0990383723570462,9.699283266,21.6647517,0.342277032756931,0.0245583622213967,1370.422401779,"3","1","3","2"
"C<e1><f1>ar",18040,0.185567010309278,58.792328323,0.390102772018091,6.987179488,33.6683417,0.765509014965343,0.00751718213917526,1554.7644,"3","4","2","4"
"Capileira",18042,0.0396551724137931,67.082268231,0.493624370934612,14.305514306,22.2009569,1,0.0118610519323693,1381.543537906,"4","4","2","3"
"Carataunas",18043,0.035,57.054569856,0.5692835917748,17.36526946,33.8870432,0.342277032756931,0.00916666665,1948.474175258,"4","4","2","4"
"C<e1>staras",18044,-0.154166666666667,84.37618878,0.483152246036554,54.870065463,14.9509804,0.855139909710198,0.00972222225,0,"4","1","2","2"
"Castill<e9>jar",18045,-0.250776397515528,122.44410335,0.13043247717831,13.57712424,25.7365685,0,0.0361024844720497,0,"3","1","3","2"
"Castril",18046,-0.295341922695738,125.888253919,0.362962314927178,51.771539654,22.9707792,0.908505368681322,0.0351420548364718,1351.714188406,"4","2","3","4"
"Cenes de la Vega",18047,0.301919080796969,5.991450063,0.473932472406164,33.044232437,26.237325,0,0.000275027502750275,578.16804049,"3","2","1","2"
"Chauchina",18059,0.231863442389758,18.658175418,0.0232333025248347,8.26709062,24.5369584,0.194011868981895,0.0232189426280228,901.570246181,"1","3","3","1"
"Chimeneas",18061,-0.192122186495177,25.518364534,0.0203247836867144,19.660995825,25.4572602,0.0245762070835908,0.0457529474839228,940.536929196,"1","1","4","1"
"Churriana de la Vega",18062,0.518836160345594,6.350325112,0.00850337827769861,0,25.5588254,0.596120980900784,0.00145056434343434,731.478572368,"1","4","1","1"
"Cijuela",18048,0.514112903225806,21.034181163,0.0418573293464076,11.513054419,25.3641817,0.00480286671898446,0.0098406297983871,753.81385009,"1","3","2","1"
"Cogollos de Guadix",18049,-0.147619047619048,62.448800067,0.0995769847874327,2.344622255,27.2959184,0.765509014965343,0.0166666666666667,0,"2","2","2","1"
"Cogollos de la Vega",18050,0.0129032258064516,14.25475948,0.258350732973624,28.207153334,26.2579384,0.0245762070835908,0.0269230769280397,1747.638079764,"2","3","3","2"
"Colomera",18051,-0.250385208012327,28.143440066,0.142153344346134,44.018898271,23.6322188,0.61563228908747,0.0258089368412943,1614.884270435,"2","2","3","2"
"Cortes de Baza",18053,-0.275935828877005,117.002986738,0.152650580296538,16.757449535,27.6,0.61563228908747,0.0502673796898396,976.860026752,"3","2","4","4"
"Cortes y Graena",18054,-0.0434343434343434,46.094254186,0.31352944341283,20.898143503,25.8394991,0.908505368681322,0.00824915824242424,1317.211666667,"3","4","2","3"
"Cuevas del Campo",18912,-0.204362801377727,101.39431411,0.235779435691461,15.930286781,23.4986034,0.0245762070835908,0.0298985840068886,1314.219244957,"3","1","3","3"
"C<fa>llar",18056,-0.208384407943123,115.497027964,0.0767477735270454,5.581523958,21.166599,0.342277032756931,0.02727384162785,1250.113492371,"3","1","3","2"
"C<fa>llar Vega",18057,0.390205985231248,7.932487306,0.0167883824334029,0.257731959,24.6060606,0.342277032756931,0.000939240835600466,694.752754072,"1","3","1","1"
"Darro",18063,0.0427872860635697,37.935044706,0.0878558260275449,7.447754557,32.4961715,0.0245762070835908,0.0494600652017115,1034.328298937,"1","3","4","3"
"Dehesas de Guadix",18064,-0.385922330097087,81.267324971,0.322301790363191,41.108362197,20.1183432,0.0245762070835908,0.0515776698786408,0,"4","1","4","2"
"Dehesas Viejas",18065,-0.17016317016317,70.904791813,0.523969747656982,13.548387097,21.2273012,1,0.0462287104671533,1108.948794326,"4","3","4","4"
"Deifontes",18066,0.0567619047619048,19.387547255,0.0982369554433507,44.541788346,28.2553957,0.0245762070835908,0.0497142857104762,946.66175866,"2","2","4","3"
"Diezma",18067,-0.158505154639175,32.97703166,0.191279737123965,6.347080879,26.2468828,0.342277032756931,0.0378006872938144,1071.692434555,"2","2","3","2"
"D<ed>lar",18068,0.268600842302293,12.439042179,0.409138230922112,7.511903915,23.0704698,1,0.00233972859616284,1016.854707887,"2","4","1","2"
"D<f3>lar",18069,0.0408163265306122,72.751521246,0.142112190144008,0.028634834,18.3199285,0.0245762070835908,0.011904761899529,1741.155209003,"2","2","2","1"
"Domingo P<e9>rez de Granada",18915,-0.470588235294118,35.725109264,0.16530175807301,69.828722003,26.2579526,1,0.0416666666821346,1139.447831461,"3","2","4","4"
"D<fa>dar",18070,0.171270718232044,12.378187185,0.506652443439175,41.286863271,17.704918,1,0.00552486187845304,1701.673636364,"3","4","2","3"
"D<fa>rcal",18071,0.126255580357143,26.568821582,0.479205973052227,6.250918172,29.7279557,0.0245762070835908,0.00833565848632812,730.517702067,"2","2","2","2"
"Esc<fa>zar",18072,-0.0409429280397022,21.148980267,0.0599819126844625,12.049945448,25.6166983,0.0245762070835908,0.0285359801488834,1906.248154235,"1","3","3","2"
"Ferreira",18074,-0.15358361774744,70.248207492,0.185539993106387,0.025833118,16.2271805,1,0.0122298066211604,2223.521705686,"2","3","2","2"
"Fonelas",18076,-0.204188481675393,54.122544647,0.323062902051359,12.086885437,28.506559,0.0245762070835908,0.0546247818534031,1095.925051125,"3","1","4","3"
"Fornes",18077,-0.184903452311293,41.332143232,0.0129511681571058,34.104976479,22.7824109,0.0245762070835908,0.0213795255992509,0,"2","1","3","1"
"Freila",18078,0.0106837606837607,93.440264529,0.215000577782691,18.813303098,23.1268437,0.0245762070835908,0.0353454416025641,1825.325610022,"3","2","3","3"
"Fuente Vaqueros",18079,0.0894677236693092,19.233154952,0.00644967642421302,0,32.769983,0.00842053371223798,0.0330313325753114,928.086811167,"1","3","3","2"
"Gabias (Las)",18905,0.559974604326334,8.485343683,0.0325047344173705,33.25169284,26.7349362,0.468592733917935,0.000869197164300939,661.782870945,"1","4","1","2"
"Galera",18082,-0.159891598915989,134.258027083,0.145346482891259,12.171678721,27.217497,0.342277032756931,0.0197229750225836,0,"4","1","3","2"
"Gobernador",18083,-0.531818181818182,53.172278425,0.027659972516086,13.535304178,18.9473684,0.61563228908747,0.0212121212272727,2147.796824034,"1","1","3","1"
"G<f3>jar",18084,0.381611880527282,8.616550374,0.156117473915894,35.95505618,23.1877451,1,0.000973357807442016,637.958264021,"2","4","1","2"
"Gor",18085,-0.419753086419753,71.616446625,0.15925690649195,2.164179104,22.8058051,0.908505368681322,0.0214906264334705,0,"2","1","3","1"
"Gorafe",18086,-0.445026178010471,75.699192052,0.539203133711791,39.247900694,36.4285714,0.0245762070835908,0.0527923211256545,1819.219028871,"4","3","4","4"
"Granada (capital)",18087,-0.0383389062668536,0,0.16720690138763,15.063856961,28.3958724,0.400036231174958,0.000901736597993744,1236.975979773,"1","3","1","1"
"Guadahortuna",18088,-0.231647634584013,54.48531145,0.0306741330390502,19.264692229,33.2554517,0.0245762070835908,0.0500271886840674,732.661297158,"2","2","4","3"
"Guadix",18089,0.0148412956342758,52.150364557,0.167447853861313,7.423815977,24.986114,0.468592733917935,0.00713176615047124,941.736677342,"2","2","2","1"
"Gu<e1>jares (Los)",18906,-0.182495344506518,52.268905809,0.60958292889632,31.192140563,23.3809001,1,0.0162942271787709,1254.133273415,"4","3","2","4"
"Gualchos",18093,0.47815396254965,75.49078181,0.36801814454284,29.320423822,14.6681711,0.342277032756931,0.00072504886324948,902.145975351,"4","2","1","2"
"G<fc><e9>jar Sierra",18094,0.0302821748107364,16.99741626,0.504225607881623,9.553645036,23.103574,1,0.00286763018926359,1252.157386525,"2","4","1","2"
"G<fc>ev<e9>jar",18095,0.342362678705794,9.985576409,0.114676873278889,66.281087335,29.0113152,0.00962346709970055,0.0162089290142965,870.582589595,"2","3","2","3"
"Hu<e9>lago",18096,-0.28125,47.896193714,0.105817909223753,5.805892548,29.1529153,0.133303633653932,0.0694444444270833,0,"1","1","4","2"
"Hu<e9>neja",18097,-0.0226320201173512,75.668069966,0.120333662639836,0.93137728,19.2273136,0.0245762070835908,0.015437272992456,1313.020287162,"2","1","2","1"
"Hu<e9>scar",18098,-0.0931453841901603,137.794422747,0.158495590416881,19.691717591,23.0321124,0.980440714132756,0.0203496406840796,870.629722873,"4","3","3","4"
"Hu<e9>tor de Santill<e1>n",18099,0.0448075909330522,11.600081768,0.311375150044851,7.935550057,25.171504,0.765509014965343,0.000527148128624143,819.48158764,"2","3","1","1"
"Hu<e9>tor T<e1>jar",18100,0.159311394331368,43.748447538,0.0488710467366265,14.889421045,20.3732768,0.0245762070835908,0.0386468835210196,995.404558539,"1","1","4","2"
"Hu<e9>tor Vega",18101,0.222607260726073,4.740643368,0.14597052873303,3.861517976,22.0358417,0.26826271065225,0.000144389439768977,671.35332918,"1","2","1","1"
"<cd>llora",18102,-0.0430555555555556,32.708369158,0.0921519248011929,20.115761861,24.2418813,0.342277032756931,0.0601521164037698,1249.087585041,"2","2","4","3"
"<cd>trabo",18103,-0.0338809034907598,62.28741403,0.579186026703135,62.855450237,23.1610338,0.589119042270022,0.0476557152566735,0,"4","1","4","4"
"Iznalloz",18105,-0.327640361209266,29.634557526,0.161346693517153,29.183807987,30.5711913,0.0245762070835908,0.0379858657224185,716.289400078,"2","1","3","2"
"J<e1>tar",18106,0.158020326999558,52.697103489,0.335520944992898,67.320754717,12.3447205,0.58500635888823,0.0134099616912972,1135.963745928,"4","1","2","3"
"Jayena",18107,-0.344497607655502,41.128783516,0.288886799408512,31.326154718,28.7953426,1,0.0491228070047847,1183.033160377,"3","3","4","4"
"J<e9>rez del Marquesado",18108,-0.153039832285115,66.684256041,0.312540837938048,0.592038109,31.5937149,0.817463461518411,0.0200908455765199,1389.656394628,"2","4","3","3"
"Jete",18109,0.253807106598985,61.10807597,0.64733477600587,42.429149798,19.6407186,0.965433514315696,0.0261421319796954,926.138879217,"4","4","3","4"
"Jun",18111,0.488289205702648,5.773280095,0.225269232529352,11.656441717,21.8687608,0,0.000509164969450102,698.031132272,"1","2","1","1"
"Juviles",18112,-0.25,88.322602768,0.298826007909174,17.262128619,23.9130435,1,0.0214460784558824,1733.164117647,"3","3","3","4"
"L<e1>char",18115,0.299718309859155,22.881468626,0.0312074681636447,1.54772141,27.119325,0.0245762070835908,0.0256103286450704,658.035324114,"1","3","3","1"
"Lanjar<f3>n",18116,-0.0257475083056478,45.511833378,0.460252001432858,12.237860005,31.1973019,0.908505368681322,0.00106127722591362,1211.32081266,"3","4","1","3"
"Lanteira",18117,-0.0753064798598949,70.721059297,0.259766790081746,0.330138445,24.9766137,1,0.0103619381260946,1350.705153061,"2","4","2","3"
"Lecr<ed>n",18119,-0.0373236231224397,31.773247386,0.324867212236729,11.274850549,22.8360958,0.342277032756931,0.0148308299180701,948.804765698,"2","2","2","1"
"Lenteg<ed>",18120,0,54.461102689,0.684648215799682,35.243960208,24.5409015,0.0245762070835908,0.0242334322255193,1339.245674847,"4","2","3","4"
"Lobras",18121,-0.169230769230769,83.068902607,0.490612409622287,62.148876404,15.9695817,1,0.00897435892307692,2329.176137931,"4","3","2","4"
"Loja",18122,0.0197898851698021,53.918571182,0.143198590029978,31.133522799,23.5654982,0.720946137749845,0.0273963677825556,1436.904428276,"2","3","3","3"
"Lugros",18123,-0.218649517684887,55.441393303,0.25292082831366,0.836447766,18.3157895,0.0245762070835908,0.0297427652733119,1665.874427245,"2","1","3","1"
"L<fa>jar",18124,-0.0756302521008403,69.6730819,0.5826602446447,51.841662846,11.9503946,1,0.00192577031512605,1717.352786885,"4","2","1","3"
"Malah<e1> (La)",18126,0.0732662192393736,15.264218745,0.0688428110424952,26.041666666,26.8299247,0.400036231174958,0.0147278150559284,1210.84017406,"1","3","2","2"
"Maracena",18127,0.261248770015207,5.420525752,0.0325074249132743,0,25.4997164,0.314616408456899,0.00139770999239646,894.009128233,"1","3","1","1"
"Marchal",18128,0.0072463768115942,48.74417471,0.299752045025456,12.903225806,29.8591549,1,0.0157004830917874,2125.57381295,"2","4","2","4"
"Mocl<ed>n",18132,-0.24218101300858,29.463264799,0.123419628576449,40.292566425,23.798048,0.0245762070835908,0.0647661223304733,1071.316855656,"2","1","4","3"
"Molv<ed>zar",18133,-0.0141921397379913,63.423476631,0.454793445385735,50.616312615,26.894607,0.0245762070835908,0.0440926734679767,1069.879473873,"4","2","4","4"
"Monachil",18134,0.317070173282537,12.49231142,0.452429554479855,10.359448171,26.2563844,0.816189734813851,0.000307238538773504,1382.180030231,"2","4","1","3"
"Montefr<ed>o",18135,-0.209332833583208,49.304811825,0.181320616547907,52.687099706,19.5026989,0.0245762070835908,0.0474294102942279,1172.467664274,"3","1","4","3"
"Montej<ed>car",18136,-0.341698841698842,53.741475608,0.0685711231394148,37.090137585,20.9456819,0.944190446081501,0.087475868730695,1029.806067203,"2","2","4","4"
"Montillana",18137,-0.187222715173026,45.110811176,0.218405366981715,37.129380054,18.7018256,0.342277032756931,0.0493936705323869,1526.227989907,"3","1","4","3"
"Moraleda de Zafayona",18138,0.0524790727623954,35.864117538,0.0567554734531649,7.730994152,20.5687932,0.908505368681322,0.0319811118287186,1050.833358706,"1","3","3","2"
"Morel<e1>bor",18909,-0.560271646859083,49.306275734,0.0506417050956748,9.131954559,23.1244484,0.0133475360633439,0.0406055461290323,1293.795815486,"1","1","4","1"
"Motril",18140,0.123785122555299,61.073031415,0.277590657797899,10.953735098,24.4991728,0.291987394438889,0.00432857915552139,1034.734956222,"3","3","1","2"
"Murtas",18141,-0.576086956521739,95.728802076,0.492681486631579,49.917511196,24.2092457,1,0.0172101449130435,1529.59248394,"4","2","3","4"
"Nevada",18903,-0.139784946236559,96.03527036,0.36014827746889,9.75663072,30.5323361,0.61563228908747,0.0645908004659498,1515.589914286,"4","4","4","4"
"Nig<fc>elas",18143,0.0667779632721202,29.190671425,0.427792169911108,4.400800145,23.5140998,0.0245762070835908,0.00869504731218698,1150.30483376,"2","2","2","1"
"N<ed>var",18144,0.340036563071298,11.351044648,0.387362294427407,22.720403023,21.3249516,0.0245762070835908,0.00677940280621572,875.745523139,"2","2","2","1"
"Og<ed>jares",18145,0.324266776564324,6.78278897,0.0351429606357133,1.386623165,22.3353826,0.314616408456899,0.000463630743869771,640.711176554,"1","2","1","1"
"Orce",18146,-0.170302013422819,136.107529551,0.0749577425950388,6.08136228,22.3272004,0.342277032756931,0.0225111856627517,1611.571016807,"3","2","3","3"
"<d3>rgiva",18147,0.16928060006819,53.675104746,0.493179487164571,17.246011755,32.7231121,0.26826271065225,0.00765712012785544,993.20700262,"3","4","2","3"
"Ot<ed>var",18148,-0.0691699604743083,57.859689498,0.713762531788016,22.336466902,19.7565025,1,0.00881093544466403,952.260415861,"4","2","2","3"
"Padul",18150,0.200358182225207,19.401187878,0.122538103355202,3.559931831,27.7062744,0.54488099344786,0.0084228788896351,795.9014038,"1","4","2","1"
"Pampaneira",18151,0.0634920634920635,64.831055664,0.448415126207887,14.940303324,25.154321,0.0245762070835908,0.00952380952380952,1966.23376947,"3","3","2","3"
"Pedro Mart<ed>nez",18152,-0.127177700348432,61.246841209,0.100213467070322,7.913343747,29.8200514,0.602022100794109,0.0357868757142857,1563.598401084,"2","4","3","3"
"Peligros",18153,0.268970893970894,7.628116105,0.0765996041326872,17.415418746,24.9142405,0.314616408456899,0.00356606606462231,961.159054766,"1","3","1","1"
"Peza (La)",18154,-0.235042735042735,37.848693798,0.256778557593022,9.078282127,27.302787,0.342277032756931,0.0236467236581197,1263.377741935,"2","2","3","2"
"Pinar (El)",18910,-0.227990970654628,37.994716607,0.481632350102761,22.617459612,30.7181654,0.61563228908747,0.0350827689841986,1478.077993158,"3","3","3","4"
"Pinos Genil",18157,0.13768115942029,9.656887977,0.490272669218797,34.553499598,18.6470382,0.0245762070835908,0.0129653829538345,963.836993823,"3","1","2","2"
"Pinos Puente",18158,-0.362224703136101,16.870182424,0.0403952217945731,7.705811138,36.4050228,0.0245762070835908,0.0326888595696742,861.713003021,"1","2","3","1"
"P<ed><f1>ar",18159,-0.213248638838476,40.140968602,0.0571658454287848,31.394151104,23.5407066,0.313139584499171,0.0573200241923775,1583.780843585,"2","2","4","3"
"Pol<ed>car",18161,-0.0191570881226054,50.547552573,0.150718518813878,16.945606695,18.0527383,0.0245762070835908,0.00734355045977011,1884.781123188,"2","1","2","1"
"Polopos",18162,0.207701283547258,82.569911528,0.653990600699305,43.205944798,15.0548034,0.61563228908747,0.00136133800466744,1229.013490888,"4","2","1","4"
"P<f3>rtugos",18163,-0.113695090439276,67.363947306,0.368949637105858,12.085244132,21.602289,0.61563228908747,0.007,1653.866465969,"3","3","2","2"
"Puebla de Don Fadrique",18164,-0.144589133363269,160.865749123,0.0936408697138085,15.610852395,20.7396302,0.342277032756931,0.024247867090256,1313.495577778,"4","1","3","3"
"Pulianas",18165,0.190328467153285,5.875405696,0.0864838875337771,15.691489362,28.2481217,0.314616408456899,0.00211374695985401,969.24156014,"1","3","1","1"
"Purullena",18167,-0.104741379310345,46.132187006,0.253581523627678,13.883775966,29.5189985,0.342277032756931,0.0215158045991379,827.263449629,"2","2","3","2"
"Qu<e9>ntar",18168,-0.139817629179331,14.156261877,0.468832114558988,20.257343604,30.0756254,0.342277032756931,0.00498142519756839,1644.009742765,"3","3","2","2"
"Rubite",18170,-0.145833333333333,69.288134474,0.606154104298283,49.100257069,22.361809,1,0.00911458333333333,1154.352994924,"4","3","2","4"
"Salar",18171,-0.0398028809704321,47.902803064,0.0988419452159019,30.730730731,24.5223488,0.0245762070835908,0.0508276472062168,1091.064427974,"2","1","4","3"
"Salobre<f1>a",18173,0.168697883258499,63.664984472,0.250610619711545,16.74267101,28.5300575,0.342277032756931,0.00364817190586915,1206.387383895,"3","4","1","2"
"Santa Cruz del Comercio",18174,0.0110497237569061,43.126700981,0.0671046621970176,42.938230384,17.6255708,0.0245762070835908,0.031921424198895,1422.260416667,"2","1","3","2"
"Santa Fe",18175,0.15492586490939,12.19478578,0.0158497196192875,3.052196992,32.3082764,0.133303633653932,0.00556287753937397,741.160850432,"1","3","2","1"
"Soport<fa>jar",18176,0.0386100386100386,60.091871946,0.454155364097288,6.215139442,18.2242991,1,0.00239772216843998,3102.02988806,"3","4","1","4"
"Sorvil<e1>n",18177,-0.32824427480916,77.489568214,0.634973894261136,60.74536201,21.9630709,1,0.0316475827099237,1571.503197026,"4","3","3","4"
"Taha (La)",18901,-0.0923076923076923,68.763876686,0.508532077732526,33.64855949,31.2992126,1,0.00151515151048951,1469.014379786,"4","4","1","4"
"TorreNACardela",18178,-0.627972027972028,51.531274733,0.0426627162266437,32.752225519,17.0047831,0.0245762070835908,0.074941724965035,1306.728866045,"2","1","4","2"
"Torrenueva Costa",18916,0.015625,45.58962927,0.301088419317816,12.903225806,19.3688226,1,0.00233402489280775,1467.646032811,"2","3","1","2"
"Torvizc<f3>n",18179,-0.375394321766562,67.008917478,0.480162125251774,54.962833406,27.4463007,0.765509014965343,0.0563880126182965,0,"4","1","4","4"
"Trev<e9>lez",18180,-0.0748959778085992,78.59005799,0.423052661785271,9.872493191,20.3631647,0.0245762070835908,0.00543227,1352.284836066,"3","1","2","2"
"Tur<f3>n",18181,-0.40948275862069,103.410026582,0.448807041473471,15.382278482,15.1658768,1,0.0164163909391703,1695.460669456,"4","1","2","3"
"Ug<ed>jar",18182,-0.0388235294117647,99.726337899,0.363024757981986,20.465233457,28.4321858,0.504211361976854,0.0193790849647059,1186.786115735,"4","3","3","4"
"Valderrubio",18914,-0.0987292277614858,116.017467728,0.0940077340074497,1.045096088,23.2354334,1,0.0386514489218067,978.425776606,"3","3","4","3"
"Valle (El)",18902,-0.394765539803708,33.529994792,0.346011580268082,21.725866202,25.4464286,0.908505368681322,0.037531806608506,1615.243577681,"3","3","3","3"
"Valle del Zalab<ed>",18907,-0.117619272555503,57.545195992,0.113555768731071,0.419689119,19.6754564,0.0245762070835908,0.029089907090222,950.868496241,"2","1","3","1"
"V<e1>lor",18183,-0.24822695035461,103.569486025,0.330244769245819,7.079646018,26.9367448,0.908505368681322,0.0288416075602837,1237.497037037,"4","3","3","4"
"Vegas del Genil",18911,0.683935605411886,6.817318738,0.0166388432850262,5.398967845,23.6017453,0.00480286671898446,0.00165553462407947,629.297077736,"1","3","1","1"
"V<e9>lez de Benaudalla",18184,0.11734519329456,48.685701248,0.461987833587392,24.689507495,23.7952932,1,0.00684228532671912,1183.828497008,"3","4","2","3"
"Ventas de Huelma",18185,0.0195195195195195,24.999715391,0.0214140503323025,28.431112291,24.6840149,0.0245762070835908,0.015015015015015,0,"1","1","2","1"
"Villa de Otura",18149,0.326223337515684,10.720612579,0.0434892897232304,8.487511563,24.002849,0.61563228908747,0.000453087968771783,1253.224388665,"1","4","1","1"
"Villamena",18908,-0.00623052959501558,25.609108982,0.201302704397866,6.731843576,26.2716601,0.0245762070835908,0.0157493942575286,1128.640601266,"1","2","2","1"
"Villanueva de las Torres",18187,-0.513368983957219,74.459448011,0.357355758694312,38.301457578,35.159444,0.0245762070835908,0.0557040998217469,1427.040532646,"4","2","4","4"
"Villanueva Mes<ed>a",18188,0.0161923454367027,41.332143232,0.0776548894777744,14.271356784,18.7194309,1,0.040848871437684,1181.972761009,"1","3","4","3"
"V<ed>znar",18189,0.22,9.062758767,0.380929343085135,23.885763738,20.6140351,1,0.00319442235247336,952.396793033,"2","4","1","2"
"Zafarraya",18192,-0.0772900763358779,63.020612372,0.148016552626372,5.445352004,15.5595813,0.342277032756931,0.0415076335877863,1191.340308844,"2","1","4","2"
"Zagra",18913,-0.2472647702407,64.488448816,0.191969955851133,81.573705179,20.5670103,0.855139909710198,0.0574398249452954,1559.107793765,"4","2","4","4"
"Zubia (La)",18193,0.273044728598572,6.497375684,0.109680616301343,9.445067264,24.3085064,0,0.00051781098649412,651.927753067,"1","2","1","1"
"Z<fa>jar",18194,-0.086248012718601,96.304142714,0.223054118890079,17.439938285,22.7824109,0.61563228908747,0.0394144144077901,1115.883308477,"3","2","4","4"
"Al<e1>jar",21001,0.0479115479115479,94.228421349,0.181557474709599,24.969499797,34.0357599,0.0245762070835908,0.0112612612653563,717.587949735,"3","3","2","3"
"Aljaraque",21002,0.445959642495163,8.163576451,0.00705173240328509,0,20.2754494,0.765509014965343,0.000798550323412881,987.168220602,"1","4","1","1"
"Almendro (El)",21003,-0.0239520958083832,47.111754258,0.0317115969022055,0.651123023,23.5197368,0.61563228908747,0.0239520958083832,1993.943765133,"1","4","3","2"
"Almonaster la Real",21004,-0.0901455767077268,92.295602815,0.172393129404404,11.471657231,22.0375919,0.944190446081501,0.00807204179171333,1346.013980209,"3","3","2","2"
"Almonte",21005,0.274647027708833,44.947761472,0.00408805255204808,0.456633092,25.0743472,0.0185907887153306,0.0168687526260325,2106.929670952,"1","4","2","2"
"Alosno",21006,-0.16110969712395,43.101218532,0.0344916868205967,0.586132357,28.6164762,0.0245762070835908,0.0164163909391703,1093.016286006,"1","2","2","1"
"Aracena",21007,0.168472306755934,97.079062092,0.166880090829929,19.363282201,24.9268505,0.304649228915277,0.00745587339987827,1292.798250894,"3","3","2","3"
"Aroche",21008,-0.122455679579777,99.747464929,0.187880148542958,8.507856355,24.5665511,1,0.0842908732764281,1187.422160755,"3","3","4","4"
"Arroyomolinos de Le<f3>n",21009,-0.172631578947368,126.890420517,0.141017887963739,24.05838655,34.0074508,0.575312809135121,0.0231578947263158,1058.796873033,"4","4","3","4"
"Ayamonte",21010,0.228079962807996,49.847490955,0.0354511918618605,0.517905893,26.133472,0.312476163892427,0.00319618781915388,3309.393737229,"1","4","1","3"
"Beas",21011,0.0748207885304659,25.596646841,0.0517622298606288,0.593897989,23.4246896,0.342277032756931,0.017939814811828,910.984972986,"1","2","3","1"
"Berrocal",21012,-0.189102564102564,70.301177558,0.275819187240174,7.667319331,17.2727273,1,0.0021367521474359,1545.544262821,"3","2","1","2"
"Bollullos Par del Condado",21013,0.0984574763757643,41.914387377,0.0045684716745593,6.544293695,23.1304235,0.0133475360633439,0.045499814713035,824.356748178,"1","1","4","2"
"Bonares",21014,0.150123456790123,28.667993152,0.0116756707207797,9.598059599,14.0693293,0,0.0161042523983539,781.349692968,"1","1","2","1"
"Cabezas Rubias",21015,-0.291899441340782,65.546634216,0.0825940311058273,1.311712457,27.6708693,1,0.0368947858519553,1484.313109589,"2","4","3","3"
"Cala",21016,-0.197754749568221,125.327642594,0.0960657521732834,14.081467493,35.3573097,0.0245762070835908,0.00316637880829016,989.100848329,"3","2","1","2"
"Cala<f1>as",21017,-0.681867535287731,55.486112579,0.100720244936072,1.148747464,26.4973958,0.0245762070835908,0.00889733381831343,907.386546041,"1","1","2","1"
"Campillo (El)",21018,-0.195390781563126,65.764063516,0.122239042183045,5.499876268,28.281054,0.0245762070835908,0.000334001337675351,837.408156204,"2","1","1","1"
"Campofr<ed>o",21019,-0.149110807113543,78.368367285,0.063884152879213,13.756424047,25.8533043,0.342277032756931,0.00398996808481532,1515.3324,"2","2","1","1"
"Ca<f1>averal de Le<f3>n",21020,-0.199501246882793,117.59142462,0.14282549208571,22.597487355,31.8548387,0.0245762070835908,0.0357439734164589,1511.656129032,"4","3","3","4"
"Cartaya",21021,0.334892192576548,24.178297314,0.00632727846229074,0.696304232,16.9841233,0.342277032756931,0.00876242984936497,0,"1","1","2","1"
"Casta<f1>o del Robledo",21022,0.156521739130435,94.171124636,0.13423122249767,21.995661605,37.704918,0.229018117240142,0.00459164018096889,1707.088161435,"3","4","1","4"
"Cerro de And<e9>valo (El)",21023,-0.175,68.790399077,0.0162861537753607,2.880747268,25.0916936,0.0245762070835908,0.0253591954094828,927.798426396,"1","1","3","1"
"Chucena",21030,0.104371097234612,55.018658646,0.00272358251754596,4.419055831,24.475105,0.0245762070835908,0.0636708296208742,948.766377138,"1","2","4","3"
